Food Code,Food Name,Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Starch (g),Total sugars (g),Glucose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g fd (g),Mono FA /100g food (g),Poly FA /100g food (g),Cholesterol (mg)
11-719,Noodles# egg# dried# raw,12,2,72.6,338,70.9,1.7,0.2,0.2,0.6,0.7,0,0,3.9,N,0.31,0.3,0.73,1.8
11-941,Noodles# egg# fine# dried# boiled in unsalted water,4.7,0.8,27.5,129,27.5,Tr,Tr,Tr,Tr,Tr,0,0,1.7,2.3,0.12,0.11,0.27,0.7
11-1096,Noodles# egg# fried with spring onions# homemade,5,12.2,30.5,244,30.4,0.2,0.1,0.1,0,Tr,0,0,2,N,0.88,6.85,3.63,0.8
11-724,Noodles# egg# medium# dried# boiled in unsalted water,5.8,1,35.7,166,35.7,Tr,Tr,Tr,Tr,Tr,0,0,2.2,3,0.15,0.14,0.35,0.9
11-942,Noodles# egg# thick# dried# boiled in unsalted water,5,0.9,30.7,143,30.7,Tr,Tr,Tr,Tr,Tr,0,,1.9,2.6,0.13,0.12,0.3,0.7
11-725,Noodles# rice# fine# dried# boiled in unsalted water,1.9,0.2,21.3,89,21.3,Tr,Tr,Tr,Tr,0,0,0,0.7,1.1,0.05,0.03,0.08,0
17-814,Nougat# homemade,5.2,10.2,80,413,0.4,79.6,3.2,3.8,72.6,Tr,0,,0.9,1.1,1.61,4.86,3,68
15-216,Nut and rice roast# mixed nuts with egg# homemade,12.1,21.9,23.5,333,20.5,2.7,N,N,N,N,0,,3.5,,3.5,10.8,6.3,29
15-215,Nut and rice roast# mixed nuts# homemade,12,22.6,25.2,346,22,2.9,N,N,N,N,0,,3.7,,3.5,11.2,6.6,0
15-218,Nut and seed roast# mixed nuts and sunflower seeds with egg# homemade,13,23.9,18.1,335,14.9,2.7,N,N,1.6,N,0,,3.9,,3.4,10.2,8.9,33
15-217,Nut and seed roast# mixed nuts and sunflower seeds# homemade,12.9,24.9,19.6,349,16.2,2.9,N,N,1.7,N,0,,4.2,,3.4,10.6,9.5,0
15-220,Nut and vegetable roast# mixed nuts with egg# homemade,11.3,21.2,18.3,304,14.3,3.6,N,N,N,N,0,,3.6,,3.3,10.2,6.4,29
15-219,Nut and vegetable roast# mixed nuts# homemade,11.1,21.9,19.6,314,15.4,3.8,N,N,N,N,0,,3.9,,3.2,10.6,6.8,0
15-208,Nut croquettes# fried in sunflower oil# homemade,9.3,26.2,21.6,351,18.6,2.5,N,N,N,N,0,,3.4,,3.6,9.4,11.7,0
15-209,Nut croquettes# fried in vegetable oil# homemade,9.3,26.2,21.6,351,18.6,2.5,N,N,N,N,0,,3.4,,3.4,11.3,9.9,0
15-210,Nut cutlets# retail# fried in sunflower oil,4.8,22.3,18.7,289,17.3,1.3,0.3,0.2,0.7,Tr,0,,1.7,,2.5,8.1,10.5,0
15-211,Nut cutlets# retail# fried in vegetable oil,4.8,22.3,18.7,289,17.3,1.3,0.3,0.2,0.7,Tr,0,,1.7,,2.4,9.7,9,0
15-212,Nut cutlets# retail# grilled,5.1,13,19.9,212,18.4,1.4,0.3,0.2,0.8,Tr,0,,1.8,,1.4,6.5,4.4,0
15-643,Nut roast# homemade,13.2,23.5,18.8,335,14.4,4.1,0.4,0.4,2.8,0.5,0,0,4,N,3.63,12.09,6.5,0
15-214,Nut roast# mixed nuts with egg# homemade,13.3,24.7,16.9,338,13.5,3,N,N,N,N,0,,3.9,,3.9,12.2,7,33
15-221,Nut# mushroom and rice roast# homemade,7.8,15.3,24.3,260,21.2,2.8,N,N,N,N,0,,2.7,,2.2,7,5.2,0
13-877,Nutmeg# ground,5.8,36.3,N,N,N,28.5,N,N,N,0,0,0,N,20.8,25.9,3.2,0.3,0
14-880,Nuts# mixed,23.8,49.1,11.6,581,6,5.6,0,0,5.6,0,0,0,6.2,N,7.72,27.25,11.79,0
11-1100,Oatcakes# homemade,9.5,15.9,61.4,411,61,0.3,Tr,Tr,0.3,Tr,0.1,,6.2,6.8,6.76,4.96,3.07,23.4
11-823,Oatcakes# plain# retail,9.3,20,62.8,453,59.6,3.2,Tr,Tr,1,2.2,Tr,0,8.8,9.4,5.67,9.32,3.87,4.9
16-259,Octopus# raw,17.9,1.3,Tr,83,Tr,Tr,0,0,0,0,0,,0,,0.3,0.2,0.5,48
17-031,Oil# coconut,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,86.5,6,1.5,0
17-488,Oil# cod liver,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,21.1,44.6,30.5,570
17-033,Oil# corn,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,14.4,29.9,51.3,0
17-034,Oil# cottonseed,Tr,99,0,891,0,0,0,0,0,0,0,0,0,,26.1,18.3,50.2,0
17-035,Oil# evening primrose,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,7.8,10.6,76.6,0
17-036,Oil# grapeseed,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,11.1,15.8,68.2,0
17-037,Oil# hazelnut,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,,7.8,76.5,11.2,0
17-038,Oil# olive,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,14.3,73,8.2,0
17-039,Oil# palm,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,47.8,37.1,10.4,0
17-040,Oil# peanut (groundnut),Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,20,44.4,31,0
17-041,Oil# rapeseed,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,6.6,59.3,29.3,0
17-042,Oil# safflower,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,,9.7,12,74,0
17-043,Oil# sesame,0.2,99.7,0,898,0,0,0,0,0,0,0,0,0,0,14.6,37.5,43.4,0
17-044,Oil# soya,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,15.6,21.3,58.8,0
17-045,Oil# sunflower,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,12,20.5,63.3,0
17-686,Oil# vegetable# average,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,6.6,59.3,29.3,0
17-047,Oil# walnut,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,0,9.1,16.5,69.9,0
17-048,Oil# wheatgerm,Tr,99.9,0,899,0,0,0,0,0,0,0,0,0,,18.6,16.6,60.4,0
15-824,Okra with tomatoes and onion# Greek# homemade,2.8,16.7,5,180,0.4,4.2,1.4,1.6,1.2,0,0,0,4.1,N,2.53,11.59,1.58,0
15-825,Okra with tomatoes and onion# West Indian# homemade,3,7.7,4.7,98,0.6,4,1.2,1.5,1.1,0,0,0,4.2,N,0.74,4.08,2.29,0
13-652,Okra# boiled in unsalted water,1.8,0.2,1.9,16,0.5,1.4,0.5,0.5,0.4,0,0,0,3.6,3.1,0.07,0.02,0.07,0
13-300,Okra# raw,2.8,1,3,31,0.5,2.5,0.6,0.9,0.9,0,0,0,4,N,0.3,0.1,0.3,0
13-302,Okra# stir-fried in corn oil,4.3,26.1,4.4,269,0.8,3.6,0.9,1.3,1.4,0,0,0,6.3,N,3.3,6.5,15.1,0
14-340,Olives# green# in brine# drained# flesh and skin,0.9,11,Tr,103,0,Tr,Tr,Tr,Tr,0,0,0,2.9,N,1.7,5.7,1.3,0
14-359,Olives# green# in brine# drained# flesh and skin# weighed with stones,0.7,8.8,Tr,82,0,Tr,Tr,Tr,Tr,0,0,0,2.3,N,1.4,4.6,1,0
12-947,Omelette# cheese# homemade,15.9,22.7,Tr,268,0,Tr,Tr,0,0,0,Tr,0,0,0,9.55,6.36,4.8,232.4
12-956,Omelette# curried# homemade,8.4,36,3.5,370,Tr,1.4,0.5,0.3,0.4,0,0.2,,1.6,N,20.52,9.66,1.89,282.7
12-946,Omelette# plain# homemade,10.9,16.4,Tr,191,0,Tr,Tr,0,0,0,0,0,0,0,3.22,4.76,6.73,303
12-957,Omelette# Spanish# homemade,5.6,7.6,5.9,112,2.4,3.2,1.1,1.1,1,0,0,,1.3,N,1.19,3.73,1.85,120
17-815,Onion sauce# made with semi-skimmed milk# homemade,3,4.7,9,88,3.8,4.8,0.6,0.4,0.5,0,3.2,,0.6,1,1.88,1.84,0.62,4.5
17-816,Onion sauce# made with skimmed milk# homemade,3.1,3.8,9,80,3.8,4.8,0.6,0.4,0.5,0,3.2,,0.6,1,1.25,1.61,0.62,3
17-817,Onion sauce# made with whole milk# homemade,3.3,5.5,7.8,91,2.6,4.8,0.4,0.3,0.4,0,3.7,,0.4,0.7,2.68,1.88,0.5,10.2
13-589,Onions# baked,1.2,0.2,9.9,43,Tr,7.7,2.9,2.2,2.6,0,0,,1.4,2.7,Tr,Tr,0.09,0
13-500,Onions# boiled in unsalted water,0.7,0.3,5.4,25,Tr,4.2,1.6,1.2,1.4,0,0,,1.3,2.3,Tr,Tr,0.14,0
13-590,Onions# dried# raw,8.8,1.2,70.2,309,Tr,54.4,20.2,15.8,18.4,0,0,0,9.6,19.3,N,N,0.61,0
13-611,Onions# fried in butter,1.2,5.3,11.2,95,0.1,8.6,3.2,2.5,2.9,0,0,0,1.5,3,3.5,1.28,0.19,26
13-592,Onions# fried in corn oil,1.2,5.3,11.2,95,0.1,8.6,3.2,2.5,2.9,0,0,0,1.5,3,0.74,1.54,2.65,0
13-593,Onions# fried in lard,1.2,5.3,11.2,95,0.1,8.6,3.2,2.5,2.9,0,0,0,1.5,3,2.08,2.24,0.52,0
13-591,Onions# fried in rapeseed oil,1.2,5.3,11.2,95,0.1,8.6,3.2,2.5,2.9,0,0,0,1.5,3,0.34,3.06,1.51,0
13-501,Onions# fried in sunflower oil,1.2,5.3,11.2,95,0.1,8.6,3.2,2.5,2.9,0,0,0,1.5,3,0.62,1.07,3.43,0
13-309,Onions# pickled# drained,0.9,0.2,4.9,24,Tr,3.5,0.9,1.4,1.2,0,0,0,1.2,1.6,Tr,Tr,0.1,0
13-499,Onions# raw,1,0.1,8,35,Tr,6.2,2.3,1.8,2.1,0,0,0,1.1,2.2,Tr,Tr,0.07,0
14-330,Orange juice# ambient# UHT,0.6,Tr,8.5,34,0,8.5,2,2.4,4.1,0,0,0,0.2,Tr,Tr,Tr,Tr,0
14-329,Orange juice# chilled,0.9,Tr,8.6,36,0,8.6,2,2.4,4.2,0,0,0,0.2,Tr,Tr,Tr,Tr,0
14-369,Orange juice# freshly squeezed,0.6,Tr,8.1,33,0,8.1,2,2.2,4,0,0,0,0.1,N,Tr,Tr,Tr,0
14-370,Orange juice# freshly squeezed# weighed as whole fruit,0.3,Tr,3.7,15,0,3.7,0.9,1,1.8,0,0,,Tr,Tr,Tr,Tr,Tr,0
16-199,Orange roughy# raw,14.7,7,0,126,0,0,0,0,0,0,0,,0,,0.3,5.9,0.1,20
14-327,Oranges# flesh only,0.8,0.2,8.2,36,0,8.2,2,2.2,4,0,0,0,1.7,1.2,0.05,0.05,0.07,0
14-360,Oranges# flesh only# weighed with peel and pips,0.8,0.2,5.8,27,0,5.8,1.4,1.6,2.8,0,0,,1.7,1.2,0.04,0.04,0.05,0
13-878,Oregano# dried# ground,9,4.3,N,N,N,4.1,1.9,1.1,0.9,0,0,0,N,42.5,1.55,0.72,1.37,0
13-891,Oregano# fresh,1.8,0.9,N,N,N,0.8,0.4,0.2,0.2,0,0,0,N,8.6,0.23,0.1,0.21,0
14-177,Ortaniques# flesh only,1,0.2,11.7,49,0,11.7,N,N,N,0,0,,1.7,,Tr,0.1,0.1,0
17-818,Ovaltine powder# made up with semi-skimmed milk,3.9,1.7,13.4,81,3.9,9.5,N,N,N,N,N,0,0.3,0.5,1.11,N,N,N
17-819,Ovaltine powder# made up with skimmed milk,3.9,0.4,13.5,70,3.9,9.6,N,N,N,N,N,0,0.3,0.5,0.27,N,N,N
17-820,Ovaltine powder# made up with whole milk,3.8,3.4,13.3,96,3.9,9.4,N,N,N,N,N,0,0.3,0.5,2.19,N,N,N
17-734,Ovaltine# powder,7.3,1.9,83.1,358,34.8,48.3,N,N,N,N,N,0,2.5,4.3,1.4,N,N,N
18-420,Oxtail# meat only# stewed with added salt,30.5,13.4,0,243,0,0,0,0,0,0,0,0,0,,N,N,N,110
50-494,Oxtail# meat only# stewed# weighed with fat and bones,11.6,5.1,0,92,0,0,,,,,,0,0,,N,N,N,N
18-419,Oxtail# raw,20,10.1,0,171,0,0,0,0,0,0,0,0,0,,4.2,4.8,0.4,75
16-260,Oysters# raw,10.8,1.3,2.7,65,Tr,Tr,0,0,0,0,0,,0,,0.2,0.2,0.4,57
16-261,Oysters# raw# weighed with shells,1.5,0.2,0.4,9,Tr,Tr,0,0,0,0,0,,0,,Tr,Tr,0.1,8
13-516,Pak choi# steamed,1.5,0.1,1.9,14,0.4,1.5,0.8,0.6,0.1,0,0,0,N,2,0.02,0.01,0.03,0
15-620,Pakora# vegetable# takeaway and restaurant,8.4,22,16.5,293,15,1.5,0.2,0.6,0.7,0,0,0,4.7,3.3,3.73,5.45,11.55,
15-826,Pakora/bhajia# aubergine# fried in vegetable oil# homemade,7.9,22.5,17.2,294,14,2.1,0.8,0.6,0.8,0,0,0,4.8,N,1.63,12.5,7.07,0
15-827,Pakora/bhajia# cauliflower# fried in vegetable oil# homemade,9.2,23.9,18.2,320,14.5,2.8,0.8,0.9,1,0,0,0,4.7,4.7,1.71,13.29,7.48,0
15-828,Pakora/bhajia# onion# fried in vegetable oil# homemade,11.2,14.7,24.6,270,20.6,3.4,0.8,0.7,1.8,0,0,0,5.6,5.7,1.09,7.65,4.9,0
15-829,Pakora/bhajia# potato and cauliflower# fried in vegetable oil# homemade,8.6,22.3,23.9,325,17.3,2,0.5,0.4,1,0,0,,4,4,1.77,11.97,7.17,0
15-830,Pakora/bhajia# potato# carrot and pea# fried in vegetable oil# homemade,12.5,22.7,28.9,355,25.1,1.9,0.1,0.1,1.6,0,0,0,6.1,6.1,1.67,12.27,7.29,0
15-831,Pakora/bhajia# potato# fried in vegetable oil# homemade,9.2,19.6,28.4,315,26,1.4,0.3,0.3,0.8,0,0,0,4.5,5,1.41,10.81,6.18,0
15-832,Pakora/bhajia# spinach# fried in vegetable oil# homemade,14.6,22.2,30,360,26.1,1.9,0.2,0.2,1.5,0,0,0,7,N,1.65,11.67,7.35,0
15-653,Pakora/bhajia# vegetable# retail,6.4,14.7,21.4,238,17.5,2.4,0.7,0.6,1.1,Tr,0,0,3.6,N,1,7.6,4.8,0
11-1101,Pakoras# homemade,8.1,8.1,19.7,173,16.5,2.1,0.6,0.5,1,0,0,0,4.5,N,0.66,3.96,2.84,0
11-922,Pancakes (served with crispy duck)# pancakes only# takeaway,7.8,7.9,53.3,305,41.9,5.2,0.1,Tr,0.4,4.7,Tr,0,N,N,N,N,N,N
11-959,Pancakes# savoury# made with semi-skimmed milk# homemade,6.9,8.4,26.6,203,22.8,3.8,Tr,Tr,0.1,0,3.7,,1,1.1,1.95,1.96,3.78,49
11-1102,Pancakes# savoury# made with skimmed milk# homemade,6.9,7.3,26.7,193,22.8,3.9,Tr,Tr,0.1,0,3.7,,1,1.1,1.22,1.69,3.78,47.3
11-1103,Pancakes# savoury# wholemeal# made with whole milk# homemade,7.6,10.1,23.4,209,19.5,4,Tr,Tr,0.3,0.1,3.6,,2.5,2.9,2.87,2.39,4.03,53.8
15-645,Pancakes# stuffed with vegetables# homemade,4.1,4.2,15.8,113,11,4.4,1.1,1,0.4,0,1.9,0,1,1.2,0.95,0.95,1.87,23.7
15-833,Pancakes# stuffed with vegetables# wholemeal# homemade,4.4,5,14.2,115,9.4,4.5,1.1,1,0.5,Tr,1.7,,1.8,2.1,1.39,1.16,1.98,26
11-1143,Pancakes# sweet# made with semi skimmed milk# homemade,6.3,7.4,37.9,234,20.9,17,Tr,Tr,13.8,0,3.2,,0.9,1,1.22,1.72,3.87,48
11-1141,Pancakes# sweet# made with skimmed milk# homemade,6.3,7.4,37.9,234,20.9,17,Tr,Tr,13.8,0,3.2,,0.9,1,1.22,1.72,3.87,48
11-1142,Pancakes# sweet# made with whole milk# homemade,6.3,9.7,37.8,254,20.9,16.9,Tr,Tr,13.8,0,3.1,,0.9,1,2.67,2.33,3.94,53.6
16-432,Pangasius# flesh only# baked,21.8,2.3,0,109,0,0,0,0,0,0,0,0,0,0,0.72,0.65,0.25,52.5
16-433,Pangasius# flesh only# poached,20.5,2.2,0,102,0,0,0,0,0,0,0,0,0,0,0.68,0.61,0.23,49.2
16-382,Pangasius# flesh only# raw,14.9,1.6,0,74,0,0,0,0,0,0,0,,0,0,0.49,0.44,0.17,36
11-998,Papadums# takeaway,11.5,38.8,28.3,501,28.3,Tr,Tr,Tr,Tr,Tr,Tr,0,5.8,6.3,7.95,16.5,12.52,1.9
14-390,Papaya# flesh only# raw,0.7,0.6,9.5,44,0,9.5,4.8,4.7,Tr,0,0,0,2.2,1.8,0.19,0.17,0.13,0
14-397,Papaya# flesh only# raw# weighed with skin and pips,0.4,0.4,5.7,27,0,5.7,2.9,2.8,Tr,0,0,0,1.3,1.1,0.11,0.1,0.08,0
13-311,Papaya# unripe# green flesh# raw,0.9,0.1,5.5,27,N,N,N,N,N,0,0,,1.5,,Tr,Tr,Tr,0
13-879,Paprika,14.1,12.9,N,N,N,10.3,2.6,6.7,0.8,0,0,0,N,34.9,2.14,1.7,7.77,0
11-1104,Paratha# homemade,7.8,14.4,45.8,333,45.1,0.7,Tr,Tr,0.6,0.1,0.1,0,4.4,4.9,8.51,3.48,0.97,34.1
16-101,Parrot fish# raw,19.9,0.4,0,83,0,0,0,0,0,0,0,,0,,0.1,Tr,0.2,N
13-845,Parsley# dried,15.8,7,14.5,181,2.1,12.4,7.5,4.8,N,0,0,,26.9,N,N,N,N,0
13-844,Parsley# fresh,3,1.3,2.7,34,0.4,2.3,1.4,0.9,Tr,0,0,0,5,N,N,N,N,0
13-631,Parsnip# boiled in unsalted water,1.2,0.7,14.7,66,10.4,4.3,0.1,0.1,4.1,0,0,0,4.7,2.6,0.12,0.29,0.12,0
13-312,Parsnip# raw,1.8,1.1,12.5,64,6.2,5.7,0.8,0.5,4.3,0,0,0,4.6,4.7,0.2,0.5,0.2,0
13-632,Parsnip# roasted in rapeseed oil,2.4,4.5,28.8,158,20.4,8.4,0.2,0.2,8,0,0,0,9.2,5.1,0.37,2.54,1.23,0
18-381,Partridge# meat only# roasted,36.7,7.2,0,212,0,0,0,0,0,0,0,0,0,,1.9,3.3,1.7,N
18-382,Partridge# meat only# roasted# weighed with bone,22,4.3,0,127,0,0,0,0,0,0,0,0,0,,1.1,2,1,N
14-285,Passion fruit juice,0.8,0.1,10.7,47,0,10.7,4.1,3.5,3.1,0,0,,Tr,,Tr,Tr,Tr,0
14-178,Passion fruit# flesh and pips,2.6,0.4,5.8,36,0,5.8,2.2,1.9,1.7,0,0,0,3.3,N,0.1,0.1,0.1,0
14-179,Passion fruit# flesh and pips# weighed with skin,1.7,0.2,3.5,22,0,3.5,1.3,1.1,1,0,0,0,2,,Tr,0.1,0.1,0
11-734,Pasta and sauce mixes# dried# raw,12.8,4.9,70,358,61.9,8.1,0.4,0.5,1.2,4.3,1.7,0,4.6,4.5,2.25,1.53,0.94,3
11-717,Pasta shapes# coloured# flavoured# dried# raw,11,1.6,75.4,341,73.1,2.3,0.2,0.3,0.3,1.5,0,0,3.5,5.5,0.23,0.18,0.65,0
19-611,Pasta with ham and mushroom sauce# homemade,5.7,5.3,16.2,132,15.3,1,Tr,0.1,Tr,0.6,0.3,0,1.1,1.2,3.18,1.37,0.35,17.5
19-483,Pasta with meat and tomato sauce# homemade,6.6,4.1,20.4,140,18.5,1.9,0.7,0.7,0.2,0.3,0,0,2,2.1,1.41,1.72,0.5,10.7
11-729,Pasta# egg# fresh# filled with cheese and tomato# boiled in unsalted water,8.7,5.9,28.1,193,27.9,0.2,Tr,0.2,Tr,Tr,Tr,0,1.6,2.3,3.12,1.74,0.66,29.1
11-728,Pasta# egg# fresh# filled with cheese only# boiled in unsalted water,10.5,6.7,30.2,216,28,2.2,Tr,Tr,Tr,1.4,0.8,0,2.1,2.2,3.54,1.98,0.75,33.1
11-731,Pasta# egg# fresh# filled with green vegetables/herbs and cheese# boiled in unsalted water,8.7,5.8,28.7,195,28.6,0.1,Tr,0.1,Tr,Tr,Tr,0,1.6,1.6,3.22,1.6,0.65,33
11-732,Pasta# egg# fresh# filled with meat# boiled in unsalted water,10.1,4.7,31.3,200,30.3,1,Tr,0.1,Tr,0.6,0.3,0,1.4,1.9,1.81,1.64,0.76,30.6
11-730,Pasta# egg# fresh# filled with mushrooms# boiled in unsalted water,8.1,4.3,27.1,173,26.4,0.7,Tr,Tr,Tr,Tr,0.7,0,1.7,1.9,2.27,1.27,0.48,21.2
11-726,Pasta# egg# fresh# raw,10.6,2.9,57,282,54.9,2.1,0.3,0.4,Tr,1.4,0,0,3.4,3.3,0.71,0.87,0.82,15.2
11-715,Pasta# egg# white# dried# raw,12.9,3.6,74.8,365,72.7,2.1,0.2,0.2,0.2,1.5,0,0,3.7,3.9,0.89,1.09,1.04,20.1
11-727,Pasta# egg# white# tagliatelle# fresh# boiled in unsalted water,5.8,1.6,30.6,152,30.6,Tr,Tr,Tr,Tr,Tr,0,0,0.9,2,0.38,0.47,0.44,N
11-450,Pasta# plain# fresh# boiled,6.6,1.5,31.8,159,30.7,0.6,0.1,0,0.1,0.4,Tr,0,1.9,,0.28,0.3,0.36,N
11-736,Pasta# ravioli# meat filling# canned in tomato sauce,2.3,1.4,14.8,77,11.4,3.4,1,0.9,1.1,0.4,0,0,1.6,1.1,0.46,0.5,0.28,1.3
11-735,Pasta# spaghetti# canned# in tomato sauce,2.1,0.3,16.2,72,10.7,5.5,1.3,1.4,2.4,0.4,0,0,1.3,0.9,0.05,0.04,0.12,0
11-720,Pasta# white#  twists# fusilli# dried# boiled in unsalted water,4.8,0.4,32.9,146,32.3,0.6,Tr,Tr,Tr,0.6,0,0,2.7,2.6,0.06,0.05,0.15,0
11-1129,Pasta# white# dried# boiled in unsalted water,5.5,0.8,37.2,169,36.1,1.1,0.1,0.1,0.2,0.7,0,0,1.8,2.5,0.11,0.09,0.32,0
11-716,Pasta# white# dried# raw,11.3,1.6,75.6,343,73.5,2.1,0.1,0.2,0.3,1.5,0,0,3.7,N,0.23,0.18,0.65,0
11-722,Pasta# white# spaghetti# dried# boiled in unsalted water,4.4,0.6,31.5,141,30.5,1,Tr,0.1,Tr,0.9,0,0,1.5,1.7,0.09,0.07,0.25,0
11-721,Pasta# white# twists# fusilli# dried# boiled in salted water,5,0.7,32.9,150,32.3,0.6,Tr,Tr,Tr,0.6,0,0,2.7,2.6,0.11,0.09,0.26,0
11-723,Pasta# wholewheat# spaghetti# dried# boiled in unsalted water,5.2,1.1,27.5,134,27.5,Tr,Tr,Tr,Tr,Tr,0,0,4.4,4.2,0.17,0.13,0.46,0
11-718,Pasta# wholewheat# spaghetti# dried# raw,12.6,2.5,68.3,329,64.4,3.9,0.4,0.4,0.5,2.6,0,0,8.1,11.7,0.4,0.3,1.1,0
15-835,Pastichio,7,6.3,17.2,150,15.1,2.8,0.6,0.6,0.3,0.1,1.1,,1.6,N,3.71,1.65,0.38,33.1
11-230,Pastries# Asian,6.3,39.1,43,538,20.4,22.6,N,N,N,N,N,,N,,,,,
11-844,Pastries# chocolate eclairs# cream filled# retail,6.1,28.5,28.2,387,4.2,24,2.7,Tr,18.4,Tr,2.9,0,1,1.4,13.59,9.72,2.8,136.2
11-1064,Pastries# chocolate eclairs# fresh# homemade,4.1,24.7,38,381,11.9,26,Tr,Tr,25.5,0,0.5,,0.7,N,13.23,7.71,1.72,90.9
11-843,Pastries# cream filled# retail,3.3,27.4,41.4,415,14.1,27.3,2.7,1,20.8,1.6,1.2,0,0.9,2.9,16.05,7.4,1.62,52.3
11-841,Pastries# Danish# retail,4.9,29.2,43.6,446,26.3,17.3,3.3,2.7,9.6,1.7,Tr,,1.5,2.1,11.83,11.45,4.39,19.4
11-842,Pastries# Greek# baklava# retail,6.7,25.1,54.1,456,25.1,29,9.7,8.6,9,1.7,Tr,0,1.6,2,9.65,10.12,3.77,20.1
11-992,Pastry# cheese# shortcrust# homemade,13.2,32.4,39.2,491,38.7,0.5,Tr,Tr,0.2,0,0.2,0,1.6,1.9,20.16,8.37,1.17,84.5
11-1049,Pastry# choux# cooked# homemade,8.4,18.1,31.1,313,30.9,0.2,Tr,Tr,0.2,0,Tr,,1.3,1.5,5.82,7.83,2.92,136.6
11-1048,Pastry# choux# uncooked# homemade,5.5,11.8,20.2,203,20.1,0.2,Tr,Tr,0.1,0,Tr,,0.9,1,3.78,5.09,1.89,88.8
11-856,Pastry# filo# retail# cooked,10,3.8,77.1,363,74,3.1,0.2,0.1,Tr,2.7,Tr,0,2.2,4.5,0.42,1.6,1.58,2
11-855,Pastry# filo# retail# uncooked,7.6,2.9,58.9,278,56.5,2.4,0.2,0.1,Tr,2.1,Tr,0,1.7,3.4,0.32,1.22,1.21,1.5
11-1139,Pastry# flaky# cooked# homemade,5.7,37.4,48.3,540,47.7,0.6,0,0,0.3,0.1,0.2,,2,2.4,23.46,9.45,1.4,94.9
11-1140,Pastry# flaky# uncooked# homemade,4.3,28.3,36.6,409,36.1,0.5,0,0,0.2,0,0.2,,1.5,1.8,17.76,7.15,1.06,71.9
11-854,Pastry# flaky/puff# retail# cooked,6.7,33.2,42.8,486,40.8,1.9,Tr,Tr,Tr,1.9,Tr,0,1.1,3.5,15.92,11.98,3.6,2.7
11-852,Pastry# flaky/puff# retail# uncooked,5.3,26.2,33.7,384,32.2,1.5,Tr,Tr,Tr,1.5,Tr,0,0.9,2.8,12.56,9.45,2.84,2.1
11-1052,Pastry# shortcrust# cooked# homemade,6.6,29.9,57.1,509,56.5,0.6,Tr,Tr,0.4,0.1,0.2,0,2.4,2.8,18.62,7.51,1.16,74.9
11-853,Pastry# shortcrust# retail# cooked,6.9,37.9,47.5,547,46.5,1,0.4,Tr,Tr,0.6,Tr,0,2.2,4.1,14.1,16.02,5.84,2.4
11-851,Pastry# shortcrust# retail# uncooked,5.7,31.4,39.4,453,38.5,0.9,0.3,Tr,Tr,0.5,Tr,0,1.8,3.4,11.68,13.26,4.84,2
11-1017,Pastry# shortcrust# uncooked# homemade,5.7,25.5,48.8,435,48.3,0.5,Tr,Tr,0.3,0.1,0.2,0,2,2.4,15.93,6.43,1,64.1
11-961,Pastry# wholemeal# cooked# homemade,8.3,30,48.9,487,47.8,1.2,Tr,Tr,0.7,0.2,0.2,0,6.1,7.1,18.36,7.43,1.59,74.3
11-1010,Pastry# wholemeal# uncooked# homemade,7.2,25.9,42.3,421,41.3,1,Tr,Tr,0.6,0.2,0.2,0,5.3,6.1,15.86,6.42,1.37,64.2
15-646,Pasty# vegetable# homemade,4.2,19.1,30,301,28.1,1.8,0.5,0.3,0.7,0.3,Tr,0,2,2.8,7.08,8.04,2.96,1.2
15-836,Pasty# vegetable# wholemeal# homemade,4.9,15.2,30.7,272,28.8,1.9,0.3,0.3,1,0.1,0.1,,4,N,9.2,3.76,0.8,37.1
19-317,Pate# liver,12.6,32.7,1.2,349,0.8,0.4,0.4,0,0,0,0,0,Tr,0.6,9.5,11.8,3,170
19-145,Pate# meat# reduced fat,18,12,3,191,1.7,1.3,1.1,0,0.1,0,0.1,0,Tr,0.8,3.5,3.9,1.5,160
16-451,Pate# tuna,16.2,26.8,1.5,312,1.1,0.4,0.1,0.1,0.2,0,0,0,N,0.7,3.9,12.1,9.03,N
13-315,Patra leaves# raw,4,1.5,2.6,39,0.4,2.2,N,N,N,0,0,,N,,0.3,0.1,0.7,0
